numerical_amount,category_main,category_sub,merchant_name
-123.85726572003524,1,3,25
779.2763938669405,3,5,6
589.0615353180037,3,5,2
-129.07759991145184,3,5,2
984.294798465672,2,0,17
-189.2682117112255,1,3,5
660.3550880523021,3,5,7
669.9024128557799,2,0,13
30.14212703056205,1,3,5
311.9326799956975,2,0,17
-315.543187010215,3,5,12
421.961976262,3,5,18
317.0863850253612,3,5,2
-328.14493457082483,3,5,18
-196.87808815777527,3,5,6
674.8661975001655,3,5,18
889.9645731678502,0,4,15
-344.43184401390295,0,4,15
664.6030565712906,3,5,21
272.2799757309323,3,5,18
111.14977563127708,1,3,5
344.1857796293592,3,5,12
955.0365359037044,3,5,7
968.2603717995204,3,5,7
-94.45171014920226,2,0,13
384.3860306856931,1,3,5
-442.3664039701791,3,5,2
459.1883898149814,3,5,18
-138.0274524875761,2,0,17
184.42871928433703,1,3,25
802.0740941947104,2,0,13
942.043813231366,3,5,14
615.2339714476743,3,5,12
599.880278370508,2,0,13
-82.66172331400992,1,3,5
-456.9058027542628,3,5,21
-62.27197102362817,3,5,2
753.0273004807309,3,5,18
324.4921866334719,3,5,12
657.7209748394409,3,5,6
510.69290656391786,3,5,14
-52.136151426528215,0,4,15
299.5923772258343,3,5,2
669.5691973928786,1,3,25
99.49093163903046,2,0,13
504.6934943674686,3,5,6
-324.35763283809126,3,5,18
-81.67683314028983,2,0,13
-308.31917861767744,3,5,7
25.0,3,5,4
5.4,3,5,22
5850.0,3,5,0
1000.0,3,5,3
78.5,3,5,20
500.0,4,2,24
12.0,1,1,11
4.33,3,5,18
89.4,3,5,16
4.22,3,5,8
500.0,4,2,24
6.33,3,5,23
500.0,3,5,19
2078.5,3,5,1
500.0,1,1,9
500.0,3,5,10
